,name,description,id
6537,Saint Laurent Women's Saint Laurent Classic 59MM Mirrored Pilot Sunglasses - Gold,Semi-rimless mirrored pilot style with YSL logo at lens 59mm lens width; 13mm bridge width; 140mm temple length 100% UV protection Mirrored lenses Metal Made in Italy. Soft Accessorie - Sunglasses > Saint Laurent > Saks Fifth Avenue > Barneys. Saint Laurent. Color: Gold.,104
6538,"Ray-Ban Unisex Sunglasses, RB4305","From L.a. to St. Tropez and Soho to Tokyo, Ray-Ban is the brand of sunglasses preferred by true individuals worldwide. Setting the standard for excellence, Ray-Ban consistently combines great styling with exceptional quality, performance, and comfort.",104
6539,Illesteva Women's 53MM Montevideo Aviator Sunglasses - Silver,"The Montevideo's geometrical shape and filigree on the temples makes its look minimalistic. Some aviator traits like the double nose bridge and the tear-drop look appear in this pair, but its shape makes it appear entirely different. The Montevideo best suits heart-shaped and oval-shaped faces. 100% UV protection Aviator silhouette Optical replacement lens Metal Case and cloth included Spot clean Made in Italy SIZE 53mm lens width 18mm bridge width 140mm temple length. Soft Accessorie - Sunglasses > Saks Fifth Avenue > Barneys. Illesteva. Color: Silver.",104
6540,Smoke X Mirrors Women's The Line 51MM Oval Sunglasses - Matte Dark,"Sleek cut-out metal sunglasses with a modern oval shape. Oval frames Metal/plastic Spot clean Made in Japan SIZE Lens width, 51mm Bridge width, 22mm Temple length, 145mm. Soft Accessorie - Sunglasses > Saks Fifth Avenue > Barneys. Smoke X Mirrors. Color: Matte Dark.",104
6541,Colors in Optics Women's Metropolitan 55MM Cat Eye Sunglasses - Tortoise,Vibrant cat eye sunglasses with sharp edges 55mm lens width; 18mm bridge width; 140mm temple length 100% UV protection Gradient purple lenses Case and cleaning cloth included Plastic Imported Please note: Lens replacement is optional. Soft Accessorie - Sunglasses > Saks Fifth Avenue > Barneys. Colors in Optics. Color: Tortoise.,104
6542,"Oakley Polarized Sunglasses, Unstoppable OO9191","Devoted to making the best sunglasses on the planet by letting invention lead the way. With a passion to reinvent from scratch, Oakley sunglasses defy convention and set the standard for design, performance, and protection by wrapping innovation in art.",104
6543,Stella McCartney Women's 52MM Chain-Embellished Cateye Sunglasses - Black,Feminine cateye sunglasses with delicate chain detail atop tinted lenses. Bio-acetate Tinted lenses Nose pads Made in Italy SIZE 52mm lens width 16mm bridge width 140mm temple length. Soft Accessorie - Sunglasses > Saks Fifth Avenue > Barneys. Stella McCartney. Color: Black.,104
6544,Ralph Lauren Mirrored Pilot Sunglasses in Rose Gold - Size One Size,Combining rose gold-tone metal and mirrored lenses these pilot sunglasses define modern elegance.,104
6545,"Gucci Sunglasses, GG0262S 58","The Gucci brand represents the quintessence of luxury. Modern and sexy, it is an exclusive brand that reflects an elegant lifestyle. The sunwear collection uses only the highest quality materials and offers distinctive shapes enriched with historic icons that celebrate the House of Gucci.",104
6546,Ray-Ban Men's RB4368 39MM Highstreet Square Sunglasses - Black,From the Highstreet Collection. A stepped brow gives these chic round lens sunglasses a slightly cat eye look. 39mm lens width; 145mm temple width 100% UV protection Propionate frame Made in Italy. Men Accessories - Men Sunglasses > Saks Fifth Avenue > Barneys. Ray-Ban. Color: Black.,104
6547,Women's Odlr X Morgenthal Frederics Holly 54Mm Cat Eye Sunglasses - Ruby,Oscar de La Renta's trademark bowed temple bar adds signature style to chic collaboration sunglasses handcrafted in France. Style Name: Odlr X Morgenthal Frederics Holly 54Mm Cat Eye Sunglasses. Style Number: 5731957. Available in stores.,104
6548,"Giorgio Armani Women's Sunglasses, AR6094","The Giorgio Armani collection came into being in 1975, when the designer rewrote the rules for menswear, revolutionizing proportions and aiming at an unheard of fluidity and elegance. Since then, the line has never ceased to evolve, with continual research into an aesthetic based on essential, never ostentatious, style as its outstanding trait. Elegant, modern and sophisticated, the Giorgio Armani collection stands out for the excellence of its manufacture, the extreme attention to detail, the p",104
6549,"Ray-Ban Sunglasses, RB3547 51","From L.a. to St. Tropez and Soho to Tokyo, Ray-Ban is the brand of sunglasses preferred by true individuals worldwide. Setting the standard for excellence, Ray-Ban consistently combines great styling with exceptional quality, performance, and comfort.",104
6550,Women's Longchamp Heritage 55Mm Gradient Lens Geometric Sunglasses - Brown/ Rose,All the right angles bring a timeless glamour to these iconic sunnies that will surely capture compliments. Style Name: Longchamp Heritage 55Mm Gradient Lens Geometric Sunglasses. Style Number: 5744233. Available in stores.,104
6551,"Ralph Polarized Sunglasses, RA5267 56","Trendy and fashionable looks in vibrant colors, Ralph captures the spirit of Ralph Lauren with an attitude. Designed for young women looking for great design at an accessible price.",104
6552,"Vogue Eyewear Sunglasses, VO5317S49-y","Vogue sunglasses merge state-of-the-art Italian design with superior quality. Designed for the young at heart, innovative, open-minded consumer, they combine superior quality with contemporary styling.",104
6553,"Vogue Eyewear Sunglasses, VO2943SB","Vogue sunglasses merge state-of-the-art Italian design with superior quality. Designed for the young at heart, innovative, open-minded consumer, they combine superior quality with contemporary styling.",104
6554,Saint Laurent Women's 55MM Square Sunglasses - Black,Classic square rimmed sunglasses detailed by a goldtone YSL monogram at temples. 100% UV protection Tonal lenses Acetate Made in Italy SIZE 55mm lens width 19mm bridge width 145mm temple length. Soft Accessorie - Sunglasses > Saint Laurent > Saks Fifth Avenue > Barneys. Saint Laurent. Color: Black.,104
6555,Jimmy Choo Women's ETTYFS 57MM Cat Eye Sunglasses - Tortoise,Chic sunglasses updated with tortoise cat eye frames. 100% UV protection Gradient lenses Plastic temple with embellished crystals Case and cleaning cloth included Plastic Made in Italy SIZE 57mm lens width 20mm bridge width 145mm temple length. Soft Accessorie - Sunglasses > Jimmy Choo > Saks Fifth Avenue > Barneys. Jimmy Choo. Color: Tortoise.,104
6556,"Ray-Ban Titanium Sunglasses, RB8125 58","From L.a. to St. Tropez and Soho to Tokyo, Ray-Ban is the brand of sunglasses preferred by true individuals worldwide. Setting the standard for excellence, Ray-Ban consistently combines great styling with exceptional quality, performance and comfort.",104
6557,"Prada Linea Rossa Polarized Sunglasses, Ps 18US 66 Active","Research, technology and design. Technically advanced products that marry elegance and attention to detail, with a high level of comfort for both lifestyle and sports environments: this is the Prada Linea Rossa Eyewear approach.",104
6558,"Sunglass Hut Collection Polarized Sunglasses, HU2006 55","Introducing the first-ever Sunglass Hut Collection, featuring an incredible range of shades for every style and personality. Express yourself with on-trend sunglasses, polarized lenses and fresh looks. They're perfect for any taste and ready for 365 days of non-stop style.",104
6559,"Versace Polarized Sunglasses, VE2165","Versace is distinguished by its strength of character, innovative use of new, unexpected materials, and varying style of inspiration and performance. The Versace sunglass collection is an elegantly designed line of distinctive eyewear available in unisex designs for those who choose to express their strength, confidence, and uniqueness through a bold and distinctive personal style.",104
6560,"Arnette Polarized Sunglasses, AN4254 56","Founded in 1992, Arnette quickly became the leader in action sport and youth lifestyle eyewear. Arnette is dedicated to progressive design, maximum functionality and unparalleled quality. Supported by a powerful roster of athletes, Arnette continues to be the leading choice in action-sports eyewear.",104
6561,"Prada Sunglasses, Pr 19SS","The hallmark styling of this world-renowned fashion leader denotes high quality with a dedication to innovation and a strong tradition of craftsmanship. Prada is synonymous with an understated style that has always anticipated and often dictated, new trends. Prada sunglasses use only the finest materials to strike the ideal balance of form and function.",104
6562,Women's Celine 58Mm Round Sunglasses - Transparent Aqua/ Aqua,Thick angular frames up the retro allure of sunglasses fitted with tinted lenses that enhance the vintage-starlet appeal. Style Name: Celine 58Mm Round Sunglasses. Style Number: 5780682. Available in stores.,104
6563,"Gucci Sunglasses, GG0459S 54","The Gucci brand represents the quintessence of luxury. Modern and sexy, it is an exclusive brand that reflects an elegant lifestyle. The sunwear collection uses only the highest quality materials and offers distinctive shapes enriched with historic icons that celebrate the House of Gucci.",104
6564,Le Specs Luxe Women's Zaap! 53MM Cat Eye Sunglasses - Black,Retro-style cat eye-shaped sunglasses. 100% UV protection Tinted lenses Nose saddles Case and carry cloth included Acetate Imported SIZE 53mm lens width 18mm bridge width 135mm temple length. Soft Accessorie - Sunglasses > Saks Fifth Avenue > Barneys. Le Specs Luxe. Color: Black.,104
6565,Women's Diff Nala 60Mm Polarized Aviator Sunglasses - Black/ Smoke,"Channel cool, modern style wherever you go in full-coverage aviator sunglasses featuring polarized lenses and stainless-steel frames. Style Name: Diff Nala 60Mm Polarized Aviator Sunglasses. Style Number: 5672316. Available in stores.",104
6566,Ralph Lauren Butterfly Sunglasses in Denim Blue - Size One Size,These vintage-inspired oversize butterfly sunglasses are designed with UVA and UVB protection to keep you comfortable even in the harshest lighting.,104
6567,"Oakley Nfl Collection Sunglasses, Oakland Raiders OO9188 59 Flak 2.0 Xl","Represent your favorite team with this special-edition Nfl Flak 2.0 Xl, featuring Prizm Lens Technology, official team logo lens etch and team color accents throughout.",104
6568,Dior Women's 61MM Stellair Wire Aviator Sunglasses - Navy,Chic aviators with unique squared wire frames. 100% UV protection Gradient lenses Case and cleaning cloth included Plastic/metal Made in Italy SIZE 61mm lens width 12mm bridge width 145mm temple length. Soft Accessorie - Sunglasses > Saks Fifth Avenue > Barneys. Dior. Color: Navy.,104
6569,"Ray-Ban Sunglasses, RB3545 54","From L.a. to St. Tropez and Soho to Tokyo, Ray Ban is the brand of sunglasses preferred by true individuals worldwide. Setting the standard for excellence, Ray Ban consistently combines great styling with exceptional quality, performance, and comfort.",104
6570,"Oakley Polarized Flak 2.0 Xl Prizm Polarized Sunglasses, OO9188 59","Devoted to making the best sunglasses on the planet by letting invention lead the way. With a passion to reinvent from scratch, Oakley sunglasses defy convention and set the standard for design, performance, and protection by wrapping innovation in art.",104
6571,"Vogue Eyewear Sunglasses, VO5136S","Vogue sunglasses merge state-of-the-art Italian design with superior quality. Designed for the young at heart, innovative, open-minded consumer, they combine superior quality with contemporary styling.",104
6572,For Art's Sake Women's 57MM Passion Fruit Round Sunglasses - Grey,Round gradient navy lenses are encrusted with miniature faux pearls that curl round onto the sidearms. The jade gemstone nose pads adjust to the shape of your nose for the perfect fit. 100% UV protection Nylon lenses Adjustable jade gemstone nose pads Stainless steel Made in United Kingdom SIZE 57mm lens width 19mm bridge width 140mm temple length. Soft Accessorie - Sunglasses > Saks Fifth Avenue > Barneys. For Art's Sake. Color: Grey.,104
6573,Women's Derek Lam 47Mm Optical Glasses - Orange,"A rounded silhouette, eye-catching frames and metal bridge define glasses worthy of a second look. Style Name: Derek Lam 47Mm Optical Glasses. Style Number: 5444683. Available in stores.",104
6574,Ray-Ban Women's Sunglasses,"From L.a. to St. Tropez and Soho to Tokyo, Ray Ban is the brand of sunglasses preferred by true individuals worldwide. Setting the standard for excellence, Ray Ban consistently combines great styling with exceptional quality, performance, and comfort.",104
6575,Ray-Ban Women's RB3556 53MM Icons Octagonal Sunglasses - Blue Grey,From the Icons Collection. Metal rim frames accentuate these sunglasses' gradient lenses. Gradient blue lenses Metal Made in Italy SIZE 53mm lens width 21mm bridge width 145mm temple length. Soft Accessorie - Sunglasses > Saks Fifth Avenue > Barneys. Ray-Ban. Color: Blue Grey.,104
6576,Maison Martin Margiela Esse sunglasses,Purple stainless steel Maison Martin Margiela Esse sunglasses from Mykita. This item comes with a protective case.,104
6577,"Vogue Eyewear Sunglasses, VO5211S Gigi Hadid Collection","Vogue sunglasses merge state-of-the-art Italian design with superior quality. Designed for the young at heart, innovative, open-minded consumer, they combine superior quality with contemporary styling.",104
6578,Saint Laurent Women's 51MM Square Sunglasses - Black,Minimalist sunglasses are crafted in a sleek and versatile silhouette. Solid black lenses Acetate Made in Italy SIZE 51mm lens width 20mm bridge width 145mm temple length. Soft Accessorie - Sunglasses > Saint Laurent > Saks Fifth Avenue > Barneys. Saint Laurent. Color: Black.,104
6579,Women's Versace Medusa 62Mm Aviator Sunglasses - Gold/ White Solid,"Gleaming Medusa logos punch up the shine on sleek, angled aviators crafted in Italy and designed for full sun protection. Style Name: Versace Medusa 62Mm Aviator Sunglasses. Style Number: 5588079. Available in stores.",104
6580,Ray-Ban Women's RB4304 53MM Youngster Round Sunglasses - Grey,From the Youngster Collection. Classic round sunnies updated with a transparent frame and solid brown lenses. 100% UV protection Solid brown lenses Plastic Made in Italy SIZE 53mm lens width 20mm bridge width 145mm temple length. Soft Accessorie - Sunglasses > Saks Fifth Avenue > Barneys. Ray-Ban. Color: Grey.,104
6581,Women's Celine 57Mm Modified Square Cat Eye Sunglasses - Blonde Havana,Tiny rivets gleam at the logo-stamped temples of sleekly stylish shades crafted in Italy in a modified cat-eye silhouette. Style Name: Celine 57Mm Modified Square Cat Eye Sunglasses. Style Number: 5701625. Available in stores.,104
6582,Women's Tom Ford Alistair 56Mm Gradient Sunglasses - Red Havana / Brown Polarized,"Polished T-logo hardware at the temples adds a refined, signature touch to full-coverage Italian sunglasses. Style Name: Tom Ford Alistair 56Mm Gradient Sunglasses. Style Number: 5458267. Available in stores.",104
6583,Women's Glance Eyewear 50Mm Rimless Shield Sunglasses -,"Uber sleek and styled with a flat-front silhouette, these face-shielding sunnies are sure to come in handy on sunny days and early mornings. Style Name: Glance Eyewear 50Mm Rimless Shield Sunglasses. Style Number: 5744294. Available in stores.",104
6584,Mykita X Maison Margiela circle sunglasses,Black Mykita X Maison Margiela circle sunglasses from Mykita. Protective case included.,104
6585,Women's Rag & Bone 62Mm Oversize Aviator Sunglasses - Matte Green,"Perfect for everyday wear, these aviator sunglasses are updated with tinted lenses and a more rounded shape for a feminine feel. Style Name: Rag & Bone 62Mm Oversize Aviator Sunglasses. Style Number: 5534264. Available in stores.",104
6586,Women's Kendall + Kylie Yasmin 55Mm Aviator Sunglasses - Silver/ Rose Gold Mirror,A slender top bar complements the aviator silhouette of these chic metal shades. Style Name: Kendall + Kylie Yasmin 55Mm Aviator Sunglasses. Style Number: 5598898. Available in stores.,104
6587,Women's Gucci 56Mm Aviator Sunglasses - Gold/ Orange Gradient,Stylish gradient lenses offering 100% UV protection add to the effortless cool of essential aviators with subtly squared-off rims. Style Name: Gucci 56Mm Aviator Sunglasses. Style Number: 5679985. Available in stores.,104
6588,"Sunglass Hut Collection Sunglasses, 0HU1008","Introducing the first-ever Sunglass Hut Collection, featuring an incredible range of shades for every style and personality. Express yourself with on-trend sunglasses, polarized lenses and fresh looks. They're perfect for any taste and ready for 365 days of non-stop style.",104
6589,"Costa Del Mar Polarized Sunglasses, Brine 06S000004 59P","Experience sunglasses for life's great adventures. Born on the water, Costa Del Mar sunglasses are designed for those who love the open water. Each pair is packed with patented technology that enhances colors and eliminates haze and blur. With a variety of materials and lens colors, Costa Del Mar sunglasses are designed for specific activities and varying light conditions.",104
6590,Patricia Nash Ardenza Leather Leopard Sunglasses Case,"Stylishly protect your sunnies with Patricia Nash's sunglasses case, crafted from leopard-printed leather with embossed stitching.",104
6591,"Maui Jim Polarized Cliffhouse Sunglasses, MJ000360","Maui Jim Sunglasses feature PolarizedPlus 2 technology, which wipes out glare and stokes the color with a patented multi-layer design. The lenses feature three rare earth elements, which maximize the transmission of the colors your eyes see naturally. The result is visual acuity, contrast and color that is unrivaled.",104
6592,Women's Rag & Bone Core 51Mm Square Sunglasses - Grey,"Mirrored lenses and transparent frames add modern edge to the classic silhouette of these lightweight, full-coverage sunglasses. Style Name: Rag & Bone Core 51Mm Square Sunglasses. Style Number: 5692590. Available in stores.",104
6593,"Ray-Ban Sunglasses, RB4147",These aviator-inspired Ray-Ban sunglasses deliver a classic look with a hint of retro style.,104
6594,DITA Eyewear Men's 55MM Tortoiseshell Rectangular Sunglasses - Black White,Timeless rectangular style with rich tortoiseshell frames. 100% UV protection Case and cleaning cloth included Acetate/metal Made in Japan SIZE 55mm lens width 18mm bridge width 148mm temple length. Men Accessories - Men Sunglasses > Saks Fifth Avenue > Barneys. DITA Eyewear. Color: Black White.,104
6595,"Tory Burch Sunglasses, TY7075 52","Imagine stylish textures and unique elements. Envision hand crafted originality and premium product. It's a picture of Tory Burch. Push the style envelope to reach new heights of sunglass precision, stability and consistency. It's as if they were made with you in mind.",104
6596,Bottega Veneta Women's 57MM Round Intrecciato Motif Sunglasses - Gold,"An alternative to a classic aviator, these round frames are ultra-lightweight with a full metal construction. 100% UV protection Double mirror-coated lenses Adjustable nose pads Enameled intrecciato motif on the temples Logo is laser-engraved on the temples and left lens Metal Made in Italy SIZE 57mm lens width 21mm bridge width 140mm temple length. Soft Accessorie - Sunglasses > Saks Fifth Avenue > Barneys. Bottega Veneta. Color: Gold.",104
6597,oversize gradient square sunglasses,"Offering quintessential Italian refinement, these Gucci glasses are instantly recognisable and expertly crafted with immaculate attention to detail. These white acetate oversize gradient square sunglasses feature square frames, gradient lenses, a logo decal on the lens, straight arms with angled tips and gold-tone logo plaques. This item comes with a protective case.",104
6598,Cartier Men's 57MM Aviator Sunglasses - Black,Striking two-tone frames elevate these sunglasses. Solid black lenses Acetate Made in Italy SIZE 57mm lens width 14mm bridge width 150mm temple length. Men Accessories - Men Sunglasses > Saks Fifth Avenue > Barneys. Cartier. Color: Black.,104
6599,"Ray-Ban Sunglasses, RB4274 53","From L.a. to St. Tropez and Soho to Tokyo, Ray-Ban is the brand of sunglasses preferred by true individuals worldwide. Setting the standard for excellence, Ray-Ban consistently combines great styling with exceptional quality, performance, and comfort.",104
6600,Women's Seafolly Curl Curl 53Mm Sunglasses - Black/ Warm Smoke,"Channel unmistakable retro style in these lightweight, full-coverage sunglasses featuring a throwback silhouette. Style Name: Seafolly Curl Curl 53Mm Sunglasses. Style Number: 5633513. Available in stores.",104
6601,"Maui Jim Polarized Banyans Sunglasses, 412","Maui Jim Sunglasses feature PolarizedPlus 2 technology, which wipes out glare and stokes the color with a patented multi-layer design. The lenses feature three rare earth elements, which maximize the transmission of the colors your eyes see naturally. The result is visual acuity, contrast, and color that is unrivaled.",104
6602,Women's Chloe 58Mm Octagonal Halo Lens Sunglasses - Havana/ Tropical Rainbow,Octagonal halo frames freshen the look of striking Italian statement sunglasses fitted with gradient lenses. Style Name: Chloe 58Mm Octagonal Halo Lens Sunglasses. Style Number: 5461546. Available in stores.,104
6603,round framed sunglasses,Purple round framed sunglasses from Linda Farrow. This item comes with a protective case.,104
6604,"Prada Women's Sunglasses, OO9363","The hallmark styling of this world-renowned fashion leader denotes high quality with a dedication to innovation and a strong tradition of craftsmanship. Prada is synonymous with an understated style that has always anticipated, and often dictated, new trends. Prada sunglasses use only the finest materials to strike the ideal balance of form and function.",104
6605,Women's Bp. 55Mm Aviator Sunglasses - Brown,"Go old-school cool with these vintage-inspired, lightweight aviators. Style Name: Bp. 55Mm Aviator Sunglasses. Style Number: 5606728. Available in stores.",104
6606,"Oakley Apparition Polarized Sunglasses, OO9451 55","Devoted to making the best sunglasses on the planet by letting invention lead the way. With a passion to reinvent from scratch, Oakley sunglasses defy convention and set the standard for design, performance and protection by wrapping innovation in art.",104
6607,Women's Ahlem Pont Des Arts 48mm Square Sunglasses -,"Striking '70s-inspired frames distinguish chic, square-shaped sunglasses crafted by artisans in France. Style Name: Ahlem Pont Des Arts 48mm Square Sunglasses. Style Number: 5711088. Available in stores.",104
6608,"Oakley Sunglasses, Flak 2 Xl OO9188","Devoted to making the best sunglasses on the planet by letting invention lead the way. With a passion to reinvent from scratch, Oakley sunglasses defy convention and set the standard for design, performance, and protection by wrapping innovation in art.",104
6609,grey White Gold 565 C2 Round Sunglasses,metal grey White Gold 565 C2 Round Sunglasses from Linda Farrow. This item comes with a gift box. This item comes with a protective case.,104
6610,"Vogue Eyewear Sunglasses, VO5017SD 57","Vogue sunglasses merge state-of-the-art Italian design with superior quality. Designed for the young at heart, innovative, open-minded consumer, they combine superior quality with contemporary styling.",104
6611,Le Specs Luxe Women's Le Specs x Adam Selman The Scandal 142MM Cat Eye Sunglasses - White Blue,From the Le Specs x Adam Selman Collection Striking cat eye silhouette with abstract frames 142mm lens width; 20mm bridge width; 145mm temple length 100% UV protection Smoke mono lenses Metal/plastic Spot clean Imported. Soft Accessorie - Sunglasses > Saks Fifth Avenue > Barneys. Le Specs Luxe. Color: White Blue.,104
6612,"Burberry Sunglasses, BE3111 68","The first name in British fashion, Burberry eyewear leverages the strength of its 150-year heritage, balancing classic and modern design. Enduring, luxurious and widely appealing to men and women of all ages, capturing both the stately and adventurous, Burberry reinterprets the tradition of classic British style in a modern and dynamic way.",104
6613,"Ray-Ban Unisex Blaze Clubmaster Sunglasses, RB3576N 47","From L.a. to St. Tropez and Soho to Tokyo, Ray-Ban is the brand of sunglasses preferred by true individuals worldwide. Setting the standard for excellence, Ray-Ban consistently combines great styling with exceptional quality, performance, and comfort.",104
6614,Women's Altuzarra 62Mm Sunglasses - Rose Gold,"Designed with retro butterfly-shaped frames, these oversized sunglasses reflect Joseph Altuzarra's decidedly feminine aesthetic. Style Name: Altuzarra 62Mm Sunglasses. Style Number: 5614418. Available in stores.",104
6615,"Ralph Women's Sunglasses, RA5249","Trendy and fashionable looks in vibrant colors, Ralph captures the spirit of Ralph Lauren with an attitude. Designed for young women looking for great design at an accessible price.",104
6616,"Burberry Polarized Sunglasses, BE3080","The first name in British fashion, Burberry eyewear leverages the strength of its 150-year heritage, balancing classic and modern design. Enduring, luxurious, and widely appealing to men and women of all ages, capturing both the stately and adventurous, Burberry reinterprets the tradition of classic British style in a modern and dynamic way.",104
6617,Monogram M11 sunglasses,"Dark green metal and acetate Monogram M11 sunglasses from Saint Laurent featuring gold-tone hardware, a logo decal on the lens, a logo decal on the lens and straight arms with curved tips. This item comes with a protective case. This item is unisex.",104
6618,Ralph Lauren Regimental Sunglasses in Havana - Size One Size,Twin diagonal stripes along a classic linear frame imbue these sunglasses with a sporty spirit. Polo quality is amply evident in the UV protection and strong light build.,104
6619,"Tory Burch Sunglasses, TY7160U 52","Imagine stylish textures and unique elements. Envision hand crafted originality and premium product. It's a picture of Tory Burch. Push the style envelope to reach new heights of sunglass precision, stability and consistency. It's as if they were made with you in mind.",104
6620,"Persol Sunglasses, PO2465S 57","Designed and crafted in Italy, Persol - from the Italian ""per il sole"" meaning ""for the sun"" - is a favorite among tastemakers and celebrities for its impeccable fit and incredible clarity. The brand's patented Meflecto temples offer a secure fit, while crystal-tempered sunglass lenses provide protection with distortion-free vision. With a brand character that can best be described as classy, exclusive, stylish, and unique, Persol continues to go beyond trends.",104
6621,Stella McCartney Women's 52MM Falabella Cat Eye Sunglasses - Black,Modern version of the cat eye frame include tinted glasses with goldtone top trim. 100% UV protection Cloth and case included Bio acetate Made in Italy SIZE 52mm lens width; 18mm bridge width; 145mm temple length. Soft Accessorie - Sunglasses > Saks Fifth Avenue > Barneys. Stella McCartney. Color: Black.,104
6622,Tom Ford Women's 49MM Blue Block Gradient Soft Round Eyeglasses - Shiny Havana Grey,Dapper soft-round eyeglasses with gradient colorway and blue light filtering lenses 49mm lens width; 21mm bridge width; 140mm temple length Blue light filtering lenses Saddle nose bridge Carry case and cloth included 100% UV protection Metal/acetate Made in Italy. Soft Accessorie - Sunglasses > Saks Fifth Avenue > Barneys. Tom Ford. Color: Shiny Havana Grey.,104
6623,Women's Diff Astro 49Mm Polarized Aviator Sunglasses -,Round polarized lenses add a subtle retro vibe to sleek aviator sunglasses handcrafted from premium acetate and fitted with adjustable nose pads. Style Name: Diff Astro 49Mm Polarized Aviator Sunglasses. Style Number: 5425996. Available in stores.,104
6624,'DiorOnde1' sunglasses,White acetate 'DiorOnde1' sunglasses from Dior Eyewear. This item comes with a protective case.,104
6625,Women's Diff Dash 58Mm Aviator Sunglasses -,Keep your casual style on point with sleek sunglasses in a classic aviator silhouette. Style Name: Diff Dash 58Mm Aviator Sunglasses. Style Number: 5514604. Available in stores.,104
6626,Women's Ray-Ban Highstreet 55mm Round Sunglasses -,"A polished, retro-inspired profile lends plenty of attitude to lightweight sunglasses with a keyhole bridge and distinctive rivets. Style Name: Ray-Ban Highstreet 55mm Round Sunglasses. Style Number: 5774877. Available in stores.",104
6627,Ralph Lauren Mirrored Pilot Sunglasses in Antique Gold - Size One Size,Combining rose gold-tone metal and mirrored lenses these pilot sunglasses define modern elegance.,104
6628,"Giorgio Armani Sunglasses, AR8093","The Giorgio Armani collection came into being in 1975, when the designer rewrote the rules for menswear, revolutionizing proportions and aiming at an unheard of fluidity and elegance. Since then, the line has never ceased to evolve, with continual research into an aesthetic based on essential, never ostentatious, style as its outstanding trait. Elegant, modern and sophisticated, the Giorgio Armani collection stands out for the excellence of its manufacture, the extreme attention to detail, the p",104
6629,"Oakley Polarized Fuel Cell Prizm Deep H20 Polarized Sunglasses, OO9096","Devoted to making the best sunglasses on the planet by letting invention lead the way. With a passion to reinvent from scratch, Oakley sunglasses defy convention and set the standard for design, performance, and protection by wrapping innovation in art.",104
6630,"Oakley Nfl Collection Sunglasses, Buffalo Bills OO9188 59 Flak 2.0 Xl","Represent your favorite team with this special-edition Nfl Flak 2.0 Xl, featuring Prizm Lens Technology, official team logo lens etch and team color accents throughout.",104
6631,Women's Ahlem St. Germain 49Mm Round Sunglasses - Smoked Light,Rounded matte frames style timeless shades crafted by artisans in France. Style Name: Ahlem St. Germain 49Mm Round Sunglasses. Style Number: 5711089. Available in stores.,104
6632,Colors in Optics Women's Collins 59MM Aviator Sunglasses - Rose Gold,Sleek metallic aviators with a winged design. 100% UV protection Flash lenses Case and cleaning cloth included Metal Wipe clean Imported SIZE 59mm lens width 16mm bridge width 140mm temple length. Soft Accessorie - Sunglasses > Saks Fifth Avenue > Barneys. Colors in Optics. Color: Rose Gold.,104
6633,"Emporio Armani Sunglasses, EA2070 59","Shop for Emporio Armani sunglasses, famous for their luxurious style at Sunglass Hut. Free Shipping and Returns on all orders!",104
6634,'Maske B2' sunglasses,Black acetate and 24kt gold 'Maske B2' sunglasses from Kuboraum. This item is unisex. This item comes with a protective case.,104
6635,Women's Diff Sydney 62Mm Polarized Aviator Sunglasses - Black/ Moss Havana/ Grey,Tough and edgy metal frames keep you looking super-stylish in these standout sunnies fitted with glare-reducing and scratch-resistant polarized lenses. Style Name: Diff Sydney 62Mm Polarized Aviator Sunglasses. Style Number: 5672323. Available in stores.,104
6636,"Oakley Polarized Sunglasses, Crosshair OO4060","Devoted to making the best sunglasses on the planet by letting invention lead the way. With a passion to reinvent from scratch, Oakley sunglasses defy convention and set the standard for design, performance, and protection by wrapping innovation in art.",104
6637,Kyme Men's Miki 46mm Round Mirror Sunglasses - Black,Uber-stylish sunglasses for a modern appeal 46mm lens width; 24mm bridge width; 145mm temple length 100% UV protection Acetate cellulose Made in Italy. Men Accessories - Men Sunglasses > Saks Fifth Avenue > Barneys. Kyme. Color: Black.,104
6638,"Ray-Ban Sunglasses, RJ9066S 47","From L.a. to St. Tropez and Soho to Tokyo, Ray-Ban is the brand of sunglasses preferred by true individuals worldwide. Setting the standard for excellence, Ray-Ban consistently combines great styling with exceptional quality, performance, and comfort.",104
6639,Women's Ahlem Menilmontant 53Mm Cat Eye Sunglasses - Black,Classic cat-eye shades are updated with gently rounded edges and signature diamond shaped accents at the corners. Style Name: Ahlem Menilmontant 53Mm Cat Eye Sunglasses. Style Number: 5711094. Available in stores.,104
6640,"Burberry Sunglasses, BE3106 56","The first name in British fashion, Burberry eyewear leverages the strength of its 150-year heritage, balancing classic and modern design. Enduring, luxurious, and widely appealing to men and women of all ages, capturing both the stately and adventurous, Burberry reinterprets the tradition of classic British style in a modern and dynamic way.",104
6641,Women's Smith Dreamline 62Mm Oversize Butterfly Chromapop(TM) Polarized Sunglasses - Tortoise/ Brown,Dreamy sunnies combine vintage-inspired style with contemporary details like a semi-frameless cutout lens design. Proprietary ChromaPop lenses help to eliminate glare while filtering out specific wavelengths of light for greater clarity and more natural-looking color. Style Name: Smith Dreamline 62Mm Oversize Butterfly Chromapop Polarized Sunglasses. Style Number: 5703427. Available in stores.,104
