,name,description,id
2332,classic trolley,"Black calf leather classic trolley from Dolce & Gabbana featuring a textured leather detail, a gold-tone logo plaque, a front zip pocket, a hanging luggage tag, a hanging key fob, a padlock fastening detail, top and side handles, a pull-out handle, an all-around zip fastening, multiple interior zipped compartments, elasticated buckle straps and four-way wheels.",55
2333,'Vittos Cano' luggage bag,Black leather 'Vittos Cano' luggage bag from Mars猫ll.,55
2334,Weekender Holdall,"Black leather Weekender Holdall from Troubadour. TroubadourCares is included with every purchase. This complimentary programme is designed to ensure your Troubadour product ages beautifully. On the first anniversary of your product purchase, a member of our team will contact you with details of how we can help with any repairs and reconditioning. This item is unisex. Please note, every Troubadour product comes with a five-year guarantee against any manufacturing fault. Their commitment to exceptional quality and craftsmanship extends to the guarantee and repair service.",55
2335,Fabric + Leather Weekender,"Navy Fabric + Leather Weekender from Troubadour. Intended for seamless transitions between business travel and weekend jaunts, the Weekender has great capacity. The main external pocket features elegant window construction, while two additional pockets provide easy access to items. Internal elasticated pockets are ideal for an iPad, while the internal zip pocket keeps valuables safe. TroubadourCares is included with every purchase. This complimentary programme is designed to ensure your Troubadour product ages beautifully. On the first anniversary of your product purchase, a member of our team will contact you with details of how we can help with any repairs and reconditioning. Please note, every Troubadour product comes with a five-year guarantee against any manufacturing fault. Their commitment to exceptional quality and craftsmanship extends to the guarantee and repair service.",55
2336,Fabric + Leather Weekender,"Navy Fabric + Leather Weekender from Troubadour. Intended for seamless transitions between business travel and weekend jaunts, the Weekender has great capacity. The main external pocket features elegant window construction, while two additional pockets provide easy access to items. Internal elasticated pockets are ideal for an iPad, while the internal zip pocket keeps valuables safe. TroubadourCares is included with every purchase. This complimentary programme is designed to ensure your Troubadour product ages beautifully. On the first anniversary of your product purchase, a member of our team will contact you with details of how we can help with any repairs and reconditioning. Please note, every Troubadour product comes with a five-year guarantee against any manufacturing fault. Their commitment to exceptional quality and craftsmanship extends to the guarantee and repair service.",55
2337,large luggage holdall,Black leather and cotton large luggage holdall from Zanellato.,55
2338,Fabric + Leather Weekender,"Navy and black Fabric + Leather Weekender from Troubadour featuring a top zip closure, a main internal compartment, an internal zipped pocket, top handles, a detachable and adjustable shoulder strap and main external pocket with elegant window construction. TroubadourCares is included with every purchase. This complimentary programme is designed to ensure your Troubadour product ages beautifully. On the first anniversary of your product purchase, a member of our team will contact you with details of how we can help with any repairs and reconditioning. Please note, every Troubadour product comes with a five-year guarantee against any manufacturing fault. Their commitment to exceptional quality and craftsmanship extends to the guarantee and repair service.",55
2339,Weekender Holdall,"Black leather Weekender Holdall from Troubadour. TroubadourCares is included with every purchase. This complimentary programme is designed to ensure your Troubadour product ages beautifully. On the first anniversary of your product purchase, a member of our team will contact you with details of how we can help with any repairs and reconditioning. This item is unisex. Please note, every Troubadour product comes with a five-year guarantee against any manufacturing fault. Their commitment to exceptional quality and craftsmanship extends to the guarantee and repair service.",55
2340,'Didot' holdall,"Black calf leather 'Didot' holdall from Assouline featuring round top handles, a top zip fastening, a front zip pocket, a hanging luggage tag and Assouline鈥檚 signature Didot lettering and red cotton twill lining interior. This item is unisex. Please note this is an exclusive piece.",55
2341,'Didot' holdall,"Black calf leather 'Didot' holdall from Assouline featuring round top handles, a top zip fastening, a front zip pocket, a hanging luggage tag and Assouline鈥檚 signature Didot lettering and red cotton twill lining interior. This item is unisex. Please note this is an exclusive piece.",55
2342,classic trolley,"Black calf leather classic trolley from Dolce & Gabbana featuring a textured leather detail, a gold-tone logo plaque, a front zip pocket, a hanging luggage tag, a hanging key fob, a padlock fastening detail, top and side handles, a pull-out handle, an all-around zip fastening, multiple interior zipped compartments, elasticated buckle straps and four-way wheels.",55
2343,classic trolley,"Black calf leather classic trolley from Dolce & Gabbana featuring a textured leather detail, a gold-tone logo plaque, a front zip pocket, a hanging luggage tag, a hanging key fob, a padlock fastening detail, top and side handles, a pull-out handle, an all-around zip fastening, multiple interior zipped compartments, elasticated buckle straps and four-way wheels.",55
2344,'Vittos Cano' luggage bag,Black leather 'Vittos Cano' luggage bag from Mars猫ll.,55
2345,Filson duffle bag,Tan cotton Filson duffle bag from Filson. This item is unisex.,55
2346,'Vittos Cano' luggage bag,Black leather 'Vittos Cano' luggage bag from Mars猫ll.,55
2347,medium duffle bag,Otter green cotton medium duffle bag from Filson. This item is unisex.,55
2348,Weekender holdall,Black calf leather Weekender holdall from Cornelian Taurus By Daisuke Iwanaga. This item is unisex.,55
2349,Fabric + Leather Weekender,"Navy blue Fabric + Leather Weekender from Troubadour. TroubadourCares is included with every purchase. This complimentary programme is designed to ensure your Troubadour product ages beautifully. On the first anniversary of your product purchase, a member of our team will contact you with details of how we can help with any repairs and reconditioning. This item is unisex. Please note, every Troubadour product comes with a five-year guarantee against any manufacturing fault. Their commitment to exceptional quality and craftsmanship extends to the guarantee and repair service.",55
2350,'Didot' holdall,"This Bookbag is made of fine quality leather exterior embossed with Assouline鈥檚 signature Didot lettering and red cotton twill lining interior. Complete with an exterior zip pocket and the two inside pockets, and designed to travel with you anywhere, it can be worn on the shoulder or carried hand-held thanks to its adjustable sliding handles. Please note this item is unisex and sold in men's sizing. Please note this is an exclusive piece.",55
2351,sunglasses briefcase,Blue wood and calf leather sunglasses briefcase from FAMILY AFFAIR. This item is unisex.,55
2352,Fabric + Leather Weekender,"Navy and black Fabric + Leather Weekender from Troubadour featuring a top zip closure, a main internal compartment, an internal zipped pocket, top handles, a detachable and adjustable shoulder strap and main external pocket with elegant window construction. TroubadourCares is included with every purchase. This complimentary programme is designed to ensure your Troubadour product ages beautifully. On the first anniversary of your product purchase, a member of our team will contact you with details of how we can help with any repairs and reconditioning. Please note, every Troubadour product comes with a five-year guarantee against any manufacturing fault. Their commitment to exceptional quality and craftsmanship extends to the guarantee and repair service.",55
2353,'Vittos Cano' luggage bag,Black leather 'Vittos Cano' luggage bag from Mars猫ll.,55
2354,sunglasses briefcase,Blue wood and calf leather sunglasses briefcase from FAMILY AFFAIR. This item is unisex.,55
2355,medium duffle bag,Otter green cotton medium duffle bag from Filson. This item is unisex.,55
2356,sunglasses briefcase,Blue wood and calf leather sunglasses briefcase from FAMILY AFFAIR. This item is unisex.,55
2357,large luggage holdall,Black leather and cotton large luggage holdall from Zanellato.,55
2358,Fabric + Leather Weekender,"Navy blue Fabric + Leather Weekender from Troubadour. TroubadourCares is included with every purchase. This complimentary programme is designed to ensure your Troubadour product ages beautifully. On the first anniversary of your product purchase, a member of our team will contact you with details of how we can help with any repairs and reconditioning. This item is unisex. Please note, every Troubadour product comes with a five-year guarantee against any manufacturing fault. Their commitment to exceptional quality and craftsmanship extends to the guarantee and repair service.",55
2359,medium duffle bag,Otter green cotton medium duffle bag from Filson. This item is unisex.,55
2360,Weekender holdall,Black calf leather Weekender holdall from Cornelian Taurus By Daisuke Iwanaga. This item is unisex.,55
2361,classic trolley,"Black calf leather classic trolley from Dolce & Gabbana featuring a textured leather detail, a gold-tone logo plaque, a front zip pocket, a hanging luggage tag, a hanging key fob, a padlock fastening detail, top and side handles, a pull-out handle, an all-around zip fastening, multiple interior zipped compartments, elasticated buckle straps and four-way wheels.",55
2362,Filson duffle bag,Tan cotton Filson duffle bag from Filson. This item is unisex.,55
2363,Fabric + Leather Weekender,"Navy blue Fabric + Leather Weekender from Troubadour. TroubadourCares is included with every purchase. This complimentary programme is designed to ensure your Troubadour product ages beautifully. On the first anniversary of your product purchase, a member of our team will contact you with details of how we can help with any repairs and reconditioning. This item is unisex. Please note, every Troubadour product comes with a five-year guarantee against any manufacturing fault. Their commitment to exceptional quality and craftsmanship extends to the guarantee and repair service.",55
2364,Fabric + Leather Weekender,"Navy and black Fabric + Leather Weekender from Troubadour featuring a top zip closure, a main internal compartment, an internal zipped pocket, top handles, a detachable and adjustable shoulder strap and main external pocket with elegant window construction. TroubadourCares is included with every purchase. This complimentary programme is designed to ensure your Troubadour product ages beautifully. On the first anniversary of your product purchase, a member of our team will contact you with details of how we can help with any repairs and reconditioning. Please note, every Troubadour product comes with a five-year guarantee against any manufacturing fault. Their commitment to exceptional quality and craftsmanship extends to the guarantee and repair service.",55
2365,Fabric + Leather Weekender,"Navy and black Fabric + Leather Weekender from Troubadour featuring a top zip closure, a main internal compartment, an internal zipped pocket, top handles, a detachable and adjustable shoulder strap and main external pocket with elegant window construction. TroubadourCares is included with every purchase. This complimentary programme is designed to ensure your Troubadour product ages beautifully. On the first anniversary of your product purchase, a member of our team will contact you with details of how we can help with any repairs and reconditioning. Please note, every Troubadour product comes with a five-year guarantee against any manufacturing fault. Their commitment to exceptional quality and craftsmanship extends to the guarantee and repair service.",55
2366,Filson duffle bag,Tan cotton Filson duffle bag from Filson. This item is unisex.,55
2367,'Didot' holdall,"Black calf leather 'Didot' holdall from Assouline featuring round top handles, a top zip fastening, a front zip pocket, a hanging luggage tag and Assouline鈥檚 signature Didot lettering and red cotton twill lining interior. This item is unisex. Please note this is an exclusive piece.",55
2368,'Didot' holdall,"This Bookbag is made of fine quality leather exterior embossed with Assouline鈥檚 signature Didot lettering and red cotton twill lining interior. Complete with an exterior zip pocket and the two inside pockets, and designed to travel with you anywhere, it can be worn on the shoulder or carried hand-held thanks to its adjustable sliding handles. Please note this item is unisex and sold in men's sizing. Please note this is an exclusive piece.",55
2369,Fabric + Leather Weekender,"Navy Fabric + Leather Weekender from Troubadour. Intended for seamless transitions between business travel and weekend jaunts, the Weekender has great capacity. The main external pocket features elegant window construction, while two additional pockets provide easy access to items. Internal elasticated pockets are ideal for an iPad, while the internal zip pocket keeps valuables safe. TroubadourCares is included with every purchase. This complimentary programme is designed to ensure your Troubadour product ages beautifully. On the first anniversary of your product purchase, a member of our team will contact you with details of how we can help with any repairs and reconditioning. Please note, every Troubadour product comes with a five-year guarantee against any manufacturing fault. Their commitment to exceptional quality and craftsmanship extends to the guarantee and repair service.",55
2370,GG Supreme trolley,"Showcasing Gucci's classic style codes this beige GG Supreme trolley is ideal for luxury on the move. It feature a top handle, an all around zip fastening, a front zip pocket, a front logo patch, a leather trim and an interior zipped compartment.",55
2371,Gucci Signature leather duffle,A large duffle with secure double zip and key lock closure. Equipped with durable leather handles and an adjustable shoulder strap. Made in heat debossed Gucci Signature leather resulting in a defined print with a firm texture. Black Gucci Signature leather with black leather trims. Palladium toned hardware. Gucci trademark leather tag detail. Lock with detachable leather key holder. Detachable ID tag. Protective metal feet. Interior zipper and smartphone pockets. Double leather handles. Detachable and adjustable nylon strap with 17.5鈥?drop and leather shoulder pad. Double zipper closure. Large size: 20.5鈥漌 x 11鈥滺 x 10.5鈥滵. Microfiber lining with a suede-like finish. Made in Italy.,55
2372,Weekender holdall,Black calf leather Weekender holdall from Cornelian Taurus By Daisuke Iwanaga. This item is unisex.,55
2373,classic trolley,"Black calf leather classic trolley from Dolce & Gabbana featuring a textured leather detail, a gold-tone logo plaque, a front zip pocket, a hanging luggage tag, a hanging key fob, a padlock fastening detail, top and side handles, a pull-out handle, an all-around zip fastening, multiple interior zipped compartments, elasticated buckle straps and four-way wheels.",55
2374,Weekender holdall,Black calf leather Weekender holdall from Cornelian Taurus By Daisuke Iwanaga. This item is unisex.,55
2375,Filson duffle bag,Tan cotton Filson duffle bag from Filson. This item is unisex.,55
2376,medium duffle bag,Otter green cotton medium duffle bag from Filson. This item is unisex.,55
2377,Weekender holdall,Black calf leather Weekender holdall from Cornelian Taurus By Daisuke Iwanaga. This item is unisex.,55
2378,'Didot' holdall,"Black calf leather 'Didot' holdall from Assouline featuring round top handles, a top zip fastening, a front zip pocket, a hanging luggage tag and Assouline鈥檚 signature Didot lettering and red cotton twill lining interior. This item is unisex. Please note this is an exclusive piece.",55
2379,Fabric + Leather Weekender,"Navy and black Fabric + Leather Weekender from Troubadour featuring a top zip closure, a main internal compartment, an internal zipped pocket, top handles, a detachable and adjustable shoulder strap and main external pocket with elegant window construction. TroubadourCares is included with every purchase. This complimentary programme is designed to ensure your Troubadour product ages beautifully. On the first anniversary of your product purchase, a member of our team will contact you with details of how we can help with any repairs and reconditioning. Please note, every Troubadour product comes with a five-year guarantee against any manufacturing fault. Their commitment to exceptional quality and craftsmanship extends to the guarantee and repair service.",55
2380,Filson duffle bag,Tan cotton Filson duffle bag from Filson. This item is unisex.,55
2381,Fabric + Leather Weekender,"Navy Fabric + Leather Weekender from Troubadour. Intended for seamless transitions between business travel and weekend jaunts, the Weekender has great capacity. The main external pocket features elegant window construction, while two additional pockets provide easy access to items. Internal elasticated pockets are ideal for an iPad, while the internal zip pocket keeps valuables safe. TroubadourCares is included with every purchase. This complimentary programme is designed to ensure your Troubadour product ages beautifully. On the first anniversary of your product purchase, a member of our team will contact you with details of how we can help with any repairs and reconditioning. Please note, every Troubadour product comes with a five-year guarantee against any manufacturing fault. Their commitment to exceptional quality and craftsmanship extends to the guarantee and repair service.",55
2382,sunglasses briefcase,Blue wood and calf leather sunglasses briefcase from FAMILY AFFAIR. This item is unisex.,55
2383,Weekender Holdall,"Black leather Weekender Holdall from Troubadour. TroubadourCares is included with every purchase. This complimentary programme is designed to ensure your Troubadour product ages beautifully. On the first anniversary of your product purchase, a member of our team will contact you with details of how we can help with any repairs and reconditioning. This item is unisex. Please note, every Troubadour product comes with a five-year guarantee against any manufacturing fault. Their commitment to exceptional quality and craftsmanship extends to the guarantee and repair service.",55
2384,'Vittos Cano' luggage bag,Black leather 'Vittos Cano' luggage bag from Mars猫ll.,55
2385,'Didot' holdall,"This Bookbag is made of fine quality leather exterior embossed with Assouline鈥檚 signature Didot lettering and red cotton twill lining interior. Complete with an exterior zip pocket and the two inside pockets, and designed to travel with you anywhere, it can be worn on the shoulder or carried hand-held thanks to its adjustable sliding handles. Please note this item is unisex and sold in men's sizing. Please note this is an exclusive piece.",55
2386,sunglasses briefcase,Blue wood and calf leather sunglasses briefcase from FAMILY AFFAIR. This item is unisex.,55
2387,Weekender holdall,Black calf leather Weekender holdall from Cornelian Taurus By Daisuke Iwanaga. This item is unisex.,55
2388,Weekender holdall,Black calf leather Weekender holdall from Cornelian Taurus By Daisuke Iwanaga. This item is unisex.,55
2389,Fabric + Leather Weekender,"Navy and black Fabric + Leather Weekender from Troubadour featuring a top zip closure, a main internal compartment, an internal zipped pocket, top handles, a detachable and adjustable shoulder strap and main external pocket with elegant window construction. TroubadourCares is included with every purchase. This complimentary programme is designed to ensure your Troubadour product ages beautifully. On the first anniversary of your product purchase, a member of our team will contact you with details of how we can help with any repairs and reconditioning. Please note, every Troubadour product comes with a five-year guarantee against any manufacturing fault. Their commitment to exceptional quality and craftsmanship extends to the guarantee and repair service.",55
2390,Equipage bag,"Founded in 2000 by Francesca and Alessandro Gallo, Italian label Golden Goose focuses on creating laid back ready-to-wear with a fashion slant. Produced in black leather, this Equipage bag from Golden Goose features top handles, a top zip fastening, a hanging leather tag and an internal zipped pocket.",55
2391,Equipage bag,"Founded in 2000 by Francesca and Alessandro Gallo, Italian label Golden Goose focuses on creating laid back ready-to-wear with a fashion slant. Produced in black leather, this Equipage bag from Golden Goose features top handles, a top zip fastening, a hanging leather tag and an internal zipped pocket.",55
2392,Fabric + Leather Weekender,"Navy blue Fabric + Leather Weekender from Troubadour. TroubadourCares is included with every purchase. This complimentary programme is designed to ensure your Troubadour product ages beautifully. On the first anniversary of your product purchase, a member of our team will contact you with details of how we can help with any repairs and reconditioning. This item is unisex. Please note, every Troubadour product comes with a five-year guarantee against any manufacturing fault. Their commitment to exceptional quality and craftsmanship extends to the guarantee and repair service.",55
2393,sunglasses briefcase,Blue wood and calf leather sunglasses briefcase from FAMILY AFFAIR. This item is unisex.,55
2394,medium duffle bag,Otter green cotton medium duffle bag from Filson. This item is unisex.,55
2395,Gucci Signature leather duffle,A large duffle with secure double zip and key lock closure. Equipped with durable leather handles and an adjustable shoulder strap. Made in heat debossed Gucci Signature leather resulting in a defined print with a firm texture. Black Gucci Signature leather with black leather trims. Palladium toned hardware. Gucci trademark leather tag detail. Lock with detachable leather key holder. Detachable ID tag. Protective metal feet. Interior zipper and smartphone pockets. Double leather handles. Detachable and adjustable nylon strap with 17.5鈥?drop and leather shoulder pad. Double zipper closure. Large size: 20.5鈥漌 x 11鈥滺 x 10.5鈥滵. Microfiber lining with a suede-like finish. Made in Italy.,55
2396,classic trolley,"Black calf leather classic trolley from Dolce & Gabbana featuring a textured leather detail, a gold-tone logo plaque, a front zip pocket, a hanging luggage tag, a hanging key fob, a padlock fastening detail, top and side handles, a pull-out handle, an all-around zip fastening, multiple interior zipped compartments, elasticated buckle straps and four-way wheels.",55
2397,Gucci Signature leather duffle,A large duffle with secure double zip and key lock closure. Equipped with durable leather handles and an adjustable shoulder strap. Made in heat debossed Gucci Signature leather resulting in a defined print with a firm texture. Black Gucci Signature leather with black leather trims. Palladium toned hardware. Gucci trademark leather tag detail. Lock with detachable leather key holder. Detachable ID tag. Protective metal feet. Interior zipper and smartphone pockets. Double leather handles. Detachable and adjustable nylon strap with 17.5鈥?drop and leather shoulder pad. Double zipper closure. Large size: 20.5鈥漌 x 11鈥滺 x 10.5鈥滵. Microfiber lining with a suede-like finish. Made in Italy.,55
2398,GG Supreme trolley,"Showcasing Gucci's classic style codes this beige GG Supreme trolley is ideal for luxury on the move. It feature a top handle, an all around zip fastening, a front zip pocket, a front logo patch, a leather trim and an interior zipped compartment.",55
2399,Filson duffle bag,Tan cotton Filson duffle bag from Filson. This item is unisex.,55
2400,Weekender Holdall,"Black Weekender Holdall from Troubadour featuring top handles, a top zip fastening, a main internal compartment and a detachable and adjustable shoulder strap. TroubadourCares is included with every purchase. This complimentary programme is designed to ensure your Troubadour product ages beautifully. On the first anniversary of your product purchase, a member of our team will contact you with details of how we can help with any repairs and reconditioning. This item is unisex. Please note, every Troubadour product comes with a five-year guarantee against any manufacturing fault. Their commitment to exceptional quality and craftsmanship extends to the guarantee and repair service.",55
2401,GG Supreme trolley,"Showcasing Gucci's classic style codes this beige GG Supreme trolley is ideal for luxury on the move. It feature a top handle, an all around zip fastening, a front zip pocket, a front logo patch, a leather trim and an interior zipped compartment.",55
2402,Filson duffle bag,Tan cotton Filson duffle bag from Filson. This item is unisex.,55
2403,classic trolley,"Black calf leather classic trolley from Dolce & Gabbana featuring a textured leather detail, a gold-tone logo plaque, a front zip pocket, a hanging luggage tag, a hanging key fob, a padlock fastening detail, top and side handles, a pull-out handle, an all-around zip fastening, multiple interior zipped compartments, elasticated buckle straps and four-way wheels.",55
2404,Gucci Signature leather duffle,A large duffle with secure double zip and key lock closure. Equipped with durable leather handles and an adjustable shoulder strap. Made in heat debossed Gucci Signature leather resulting in a defined print with a firm texture. Black Gucci Signature leather with black leather trims. Palladium toned hardware. Gucci trademark leather tag detail. Lock with detachable leather key holder. Detachable ID tag. Protective metal feet. Interior zipper and smartphone pockets. Double leather handles. Detachable and adjustable nylon strap with 17.5鈥?drop and leather shoulder pad. Double zipper closure. Large size: 20.5鈥漌 x 11鈥滺 x 10.5鈥滵. Microfiber lining with a suede-like finish. Made in Italy.,55
2405,Weekender Holdall,"Black leather Weekender Holdall from Troubadour. TroubadourCares is included with every purchase. This complimentary programme is designed to ensure your Troubadour product ages beautifully. On the first anniversary of your product purchase, a member of our team will contact you with details of how we can help with any repairs and reconditioning. This item is unisex. Please note, every Troubadour product comes with a five-year guarantee against any manufacturing fault. Their commitment to exceptional quality and craftsmanship extends to the guarantee and repair service.",55
2406,Fabric + Leather Weekender,"Navy and black Fabric + Leather Weekender from Troubadour featuring a top zip closure, a main internal compartment, an internal zipped pocket, top handles, a detachable and adjustable shoulder strap and main external pocket with elegant window construction. TroubadourCares is included with every purchase. This complimentary programme is designed to ensure your Troubadour product ages beautifully. On the first anniversary of your product purchase, a member of our team will contact you with details of how we can help with any repairs and reconditioning. Please note, every Troubadour product comes with a five-year guarantee against any manufacturing fault. Their commitment to exceptional quality and craftsmanship extends to the guarantee and repair service.",55
2407,GG Supreme trolley,"Showcasing Gucci's classic style codes this beige GG Supreme trolley is ideal for luxury on the move. It feature a top handle, an all around zip fastening, a front zip pocket, a front logo patch, a leather trim and an interior zipped compartment.",55
2408,Weekender Holdall,"Black leather Weekender Holdall from Troubadour. TroubadourCares is included with every purchase. This complimentary programme is designed to ensure your Troubadour product ages beautifully. On the first anniversary of your product purchase, a member of our team will contact you with details of how we can help with any repairs and reconditioning. This item is unisex. Please note, every Troubadour product comes with a five-year guarantee against any manufacturing fault. Their commitment to exceptional quality and craftsmanship extends to the guarantee and repair service.",55
2409,'Didot' holdall,"Black calf leather 'Didot' holdall from Assouline featuring round top handles, a top zip fastening, a front zip pocket, a hanging luggage tag and Assouline鈥檚 signature Didot lettering and red cotton twill lining interior. This item is unisex. Please note this is an exclusive piece.",55
2410,Equipage bag,"Founded in 2000 by Francesca and Alessandro Gallo, Italian label Golden Goose focuses on creating laid back ready-to-wear with a fashion slant. Produced in black leather, this Equipage bag from Golden Goose features top handles, a top zip fastening, a hanging leather tag and an internal zipped pocket.",55
2411,Fabric + Leather Weekender,"Navy Fabric + Leather Weekender from Troubadour. Intended for seamless transitions between business travel and weekend jaunts, the Weekender has great capacity. The main external pocket features elegant window construction, while two additional pockets provide easy access to items. Internal elasticated pockets are ideal for an iPad, while the internal zip pocket keeps valuables safe. TroubadourCares is included with every purchase. This complimentary programme is designed to ensure your Troubadour product ages beautifully. On the first anniversary of your product purchase, a member of our team will contact you with details of how we can help with any repairs and reconditioning. Please note, every Troubadour product comes with a five-year guarantee against any manufacturing fault. Their commitment to exceptional quality and craftsmanship extends to the guarantee and repair service.",55
2412,'Didot' holdall,"This Bookbag is made of fine quality leather exterior embossed with Assouline鈥檚 signature Didot lettering and red cotton twill lining interior. Complete with an exterior zip pocket and the two inside pockets, and designed to travel with you anywhere, it can be worn on the shoulder or carried hand-held thanks to its adjustable sliding handles. Please note this item is unisex and sold in men's sizing. Please note this is an exclusive piece.",55
2413,'Didot' holdall,"Black calf leather 'Didot' holdall from Assouline featuring round top handles, a top zip fastening, a front zip pocket, a hanging luggage tag and Assouline鈥檚 signature Didot lettering and red cotton twill lining interior. This item is unisex. Please note this is an exclusive piece.",55
2414,GG Supreme trolley,"Showcasing Gucci's classic style codes this beige GG Supreme trolley is ideal for luxury on the move. It feature a top handle, an all around zip fastening, a front zip pocket, a front logo patch, a leather trim and an interior zipped compartment.",55
2415,Filson duffle bag,Tan cotton Filson duffle bag from Filson. This item is unisex.,55
2416,'Vittos Cano' luggage bag,Black leather 'Vittos Cano' luggage bag from Mars猫ll.,55
2417,large luggage holdall,Black leather and cotton large luggage holdall from Zanellato.,55
2418,Equipage bag,"Founded in 2000 by Francesca and Alessandro Gallo, Italian label Golden Goose focuses on creating laid back ready-to-wear with a fashion slant. Produced in black leather, this Equipage bag from Golden Goose features top handles, a top zip fastening, a hanging leather tag and an internal zipped pocket.",55
2419,Filson duffle bag,Tan cotton Filson duffle bag from Filson. This item is unisex.,55
2420,medium duffle bag,Otter green cotton medium duffle bag from Filson. This item is unisex.,55
2421,'Didot' holdall,"This Bookbag is made of fine quality leather exterior embossed with Assouline鈥檚 signature Didot lettering and red cotton twill lining interior. Complete with an exterior zip pocket and the two inside pockets, and designed to travel with you anywhere, it can be worn on the shoulder or carried hand-held thanks to its adjustable sliding handles. Please note this item is unisex and sold in men's sizing. Please note this is an exclusive piece.",55
2422,'Vittos Cano' luggage bag,Black leather 'Vittos Cano' luggage bag from Mars猫ll.,55
2423,Weekender holdall,Black calf leather Weekender holdall from Cornelian Taurus By Daisuke Iwanaga. This item is unisex.,55
2424,Weekender Holdall,"Black leather Weekender Holdall from Troubadour. TroubadourCares is included with every purchase. This complimentary programme is designed to ensure your Troubadour product ages beautifully. On the first anniversary of your product purchase, a member of our team will contact you with details of how we can help with any repairs and reconditioning. This item is unisex. Please note, every Troubadour product comes with a five-year guarantee against any manufacturing fault. Their commitment to exceptional quality and craftsmanship extends to the guarantee and repair service.",55
2425,Fabric + Leather Weekender,"Navy blue Fabric + Leather Weekender from Troubadour. TroubadourCares is included with every purchase. This complimentary programme is designed to ensure your Troubadour product ages beautifully. On the first anniversary of your product purchase, a member of our team will contact you with details of how we can help with any repairs and reconditioning. This item is unisex. Please note, every Troubadour product comes with a five-year guarantee against any manufacturing fault. Their commitment to exceptional quality and craftsmanship extends to the guarantee and repair service.",55
2426,Fabric + Leather Weekender,"Navy and black Fabric + Leather Weekender from Troubadour featuring a top zip closure, a main internal compartment, an internal zipped pocket, top handles, a detachable and adjustable shoulder strap and main external pocket with elegant window construction. TroubadourCares is included with every purchase. This complimentary programme is designed to ensure your Troubadour product ages beautifully. On the first anniversary of your product purchase, a member of our team will contact you with details of how we can help with any repairs and reconditioning. Please note, every Troubadour product comes with a five-year guarantee against any manufacturing fault. Their commitment to exceptional quality and craftsmanship extends to the guarantee and repair service.",55
2427,Fabric + Leather Weekender,"Navy and black Fabric + Leather Weekender from Troubadour featuring a top zip closure, a main internal compartment, an internal zipped pocket, top handles, a detachable and adjustable shoulder strap and main external pocket with elegant window construction. TroubadourCares is included with every purchase. This complimentary programme is designed to ensure your Troubadour product ages beautifully. On the first anniversary of your product purchase, a member of our team will contact you with details of how we can help with any repairs and reconditioning. Please note, every Troubadour product comes with a five-year guarantee against any manufacturing fault. Their commitment to exceptional quality and craftsmanship extends to the guarantee and repair service.",55
2428,GG Supreme trolley,"Showcasing Gucci's classic style codes this beige GG Supreme trolley is ideal for luxury on the move. It feature a top handle, an all around zip fastening, a front zip pocket, a front logo patch, a leather trim and an interior zipped compartment.",55
2429,Fabric + Leather Weekender,"Navy Fabric + Leather Weekender from Troubadour. Intended for seamless transitions between business travel and weekend jaunts, the Weekender has great capacity. The main external pocket features elegant window construction, while two additional pockets provide easy access to items. Internal elasticated pockets are ideal for an iPad, while the internal zip pocket keeps valuables safe. TroubadourCares is included with every purchase. This complimentary programme is designed to ensure your Troubadour product ages beautifully. On the first anniversary of your product purchase, a member of our team will contact you with details of how we can help with any repairs and reconditioning. Please note, every Troubadour product comes with a five-year guarantee against any manufacturing fault. Their commitment to exceptional quality and craftsmanship extends to the guarantee and repair service.",55
2430,Fabric + Leather Weekender,"Navy blue Fabric + Leather Weekender from Troubadour. TroubadourCares is included with every purchase. This complimentary programme is designed to ensure your Troubadour product ages beautifully. On the first anniversary of your product purchase, a member of our team will contact you with details of how we can help with any repairs and reconditioning. This item is unisex. Please note, every Troubadour product comes with a five-year guarantee against any manufacturing fault. Their commitment to exceptional quality and craftsmanship extends to the guarantee and repair service.",55
2431,Equipage bag,"Founded in 2000 by Francesca and Alessandro Gallo, Italian label Golden Goose focuses on creating laid back ready-to-wear with a fashion slant. Produced in black leather, this Equipage bag from Golden Goose features top handles, a top zip fastening, a hanging leather tag and an internal zipped pocket.",55
2432,'Didot' holdall,"Black calf leather 'Didot' holdall from Assouline featuring round top handles, a top zip fastening, a front zip pocket, a hanging luggage tag and Assouline鈥檚 signature Didot lettering and red cotton twill lining interior. This item is unisex. Please note this is an exclusive piece.",55
2433,Weekender holdall,Black calf leather Weekender holdall from Cornelian Taurus By Daisuke Iwanaga. This item is unisex.,55
2434,Weekender Holdall,"Black leather Weekender Holdall from Troubadour. TroubadourCares is included with every purchase. This complimentary programme is designed to ensure your Troubadour product ages beautifully. On the first anniversary of your product purchase, a member of our team will contact you with details of how we can help with any repairs and reconditioning. This item is unisex. Please note, every Troubadour product comes with a five-year guarantee against any manufacturing fault. Their commitment to exceptional quality and craftsmanship extends to the guarantee and repair service.",55
